"sitename","regionnumb","trendsite","rookery","Month","Day","Year","adultcount","counttype","source","Replicate","counter","comments"
"OLD MAN ROCKS",9,"0","0",6,17,2002,26,1,1,"R",,"survey spreadsheet"
"Old Man Rocks",9,"0","0",6,20,2007,81,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"OUTER SIGNAL",9,"0","0",6,16,1994,42,1,1,"R",,"round down oct00; checked to excel spreadsheet"
"OUTER SIGNAL",9,"0","0",6,24,1994,18,1,1,"R",,"checked to excel spreadsheet"
"OUTER SIGNAL",9,"0","0",12,12,1994,0,1,1,"N",,
"OUTER SIGNAL",9,"0","0",6,14,1996,34,1,1,"N",,"Sease et al, 1999 (96 survey)"
"OUTER SIGNAL",9,"0","0",12,11,1996,25,4,1,"N",,"aerial visual estimate"
"OUTER SIGNAL",9,"0","0",6,14,1997,14,1,1,"N",,"round down Oct00; Sease & Loughlin 1999"
"OUTER SIGNAL",9,"0","0",6,13,1998,46,1,1,"N",,"Sease & Loughlin 1999"
"OUTER SIGNAL",9,"0","0",6,20,2000,2,1,1,"N",,"from nmfs datasheet"
"OUTER SIGNAL",9,"0","0",6,16,1991,14,1,1,"N",,"Merrick et al, 1992 (91 surv)"
"OUTER SIGNAL",9,"0","0",3,7,1999,0,1,1,"N",,"orig spreadsheet"
"OUTER SIGNAL",9,"0","0",6,99,1976,69,1,99,"N",,"68 in Braham et al, 1977, 69 in Braham et al, (NOV) 1977"
"OUTER SIGNAL",9,"0","0",6,17,1992,52,1,1,"N",,"round down OCt00; Sease et al, 1993"
"OUTER SIGNAL",9,"0","0",6,16,1990,35,1,1,"N",,"Merrick et al, 1991"
"OUTER SIGNAL",9,"0","0",6,16,1989,0,1,1,"N",,
"OUTER SIGNAL",9,"0","0",5,2,1987,136,99,99,"N",,
"OUTER SIGNAL",9,"0","0",6,10,1985,0,1,2,"N",,"DCM data sheet from adf&g, fall 2000"
"OUTER SIGNAL",9,"0","0",7,10,1984,146,99,99,"N",,
"OUTER SIGNAL",9,"0","0",6,28,1977,2,1,7,"N",,"Braham et al, (NOV) 1977"
"OUTER SIGNAL",9,"0","0",6,15,1994,47,1,1,"R",,"checked to excel spreadsheet"
"OUTER SIGNAL",9,"0","0",3,18,1993,0,1,1,"N",,
"OUTER SIGNAL",9,"0","0",7,3,2010,52,3,1,"N","KLS",
"OUTER SIGNAL",9,"0","0",7,3,2010,51,3,1,"N","LF",
"Outer Signal",9,"0","0",6,20,2007,0,4,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"OUTER SIGNAL",9,"0","0",6,17,2008,10,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"OUTER SIGNAL",9,"0","0",6,17,2008,10,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"OUTER SIGNAL",9,"0","0",6,17,2006,0,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"OUTER SIGNAL",9,"0","0",6,18,2002,0,1,1,"R",,"survey spreadsheet"
"OUTER SIGNAL",9,"0","0",7,8,2013,2,7,,"n","BF/RT/JTS",
"OUTER SIGNAL",9,"0","0",6,14,2004,0,2,5,"N",,
"OUTER SIGNAL",9,"0","0",6,24,2002,0,1,1,"R",,"survey spreadsheet"
"OUTER SIGNAL",9,"0","0",6,28,2014,0,4,1,"n","LF, JC","Observed from aircraft by josh and lowell, recorded in log book and digital log"
"POLIVNOI ROCK",9,"0","0",6,16,1994,35,1,1,"R",,"checked to excel spreadsheet"
"POLIVNOI ROCK",9,"0","0",12,13,1994,0,1,1,"N",,
"POLIVNOI ROCK",9,"0","0",6,14,1997,116,1,1,"N",,"round down Oct00; Sease & Loughlin 1999"
"POLIVNOI ROCK",9,"0","0",6,13,1998,162,1,1,"N",,"round down OCt00; Sease & Loughlin 1999"
"POLIVNOI ROCK",9,"0","0",3,7,1999,0,1,1,"N",,"orig spreadsheet"
"POLIVNOI ROCK",9,"0","0",6,20,2000,108,1,1,"N",,"from nmfs datasheet"
"POLIVNOI ROCK",9,"0","0",3,17,1993,0,1,1,"N",,
"POLIVNOI ROCK",9,"0","0",6,23,1994,71,1,1,"R",,"checked to excel spreadsheet"
"POLIVNOI ROCK",9,"0","0",7,11,1984,124,99,99,"N",,
"POLIVNOI ROCK",9,"0","0",6,14,1996,128,1,1,"N",,"Sease et al, 1999 (96 survey)"
"POLIVNOI ROCK",9,"0","0",8,19,1976,0,1,7,"N",,"Braham et al, 1977"
"POLIVNOI ROCK",9,"0","0",6,11,1985,3,1,2,"N",,"DCM data sheet from adf&g, fall 2000"
"POLIVNOI ROCK",9,"0","0",5,3,1987,92,99,99,"N",,
"POLIVNOI ROCK",9,"0","0",6,18,1992,24,1,1,"N",,"Sease et al, 1993"
"POLIVNOI ROCK",9,"0","0",6,16,1989,0,1,1,"N",,
"POLIVNOI ROCK",9,"0","0",8,9,1975,231,1,7,"N",,"Braham et al, 1977"
"POLIVNOI ROCK",9,"0","0",6,17,1990,93,1,1,"N",,"Merrick et al, 1991"
"POLIVNOI ROCK",9,"0","0",6,16,1991,64,1,1,"N",,"round down OCt00; Merrick et al, 1992 (91 surv)"
"POLIVNOI ROCK",9,"0","0",7,3,2010,136,3,1,"N","LF",
"POLIVNOI ROCK",9,"0","0",6,17,2008,93,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"POLIVNOI ROCK",9,"0","0",6,17,2008,93,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"POLIVNOI ROCK",9,"0","0",7,3,2010,137,3,1,"N","KLS",
"POLIVNOI ROCK",9,"0","0",7,3,2011,28,3,1,"N","LF",
"POLIVNOI ROCK",9,"0","0",6,17,2006,42,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"POLIVNOI ROCK",9,"0","0",6,28,2014,126,3,1,"n","LF",
"POLIVNOI ROCK",9,"0","0",6,28,2014,125,3,1,"n","KLS",
"Polivnoi Rock",9,"0","0",6,20,2007,97,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"POLIVNOI ROCK",9,"0","0",7,3,2011,28,3,1,"N","KS",
"Polivnoi Rock",9,"0","0",6,20,2007,94,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"POLIVNOI ROCK",9,"0","0",6,18,2002,90,1,1,"R",,"survey spreadsheet"
"POLIVNOI ROCK",9,"0","0",6,14,2004,91,2,5,"N",,
"POLIVNOI ROCK",9,"0","0",6,24,2002,105,1,1,"R",,"survey spreadsheet"
"ROOTOK",9,"0","0",6,10,1985,96,1,2,"N",,"DCM data sheet from adf&g, fall 2000"
"ROOTOK",9,"0","0",6,29,1992,52,1,1,"R",,"round down OCt00; checked to excel spreadsheet"
"ROOTOK",9,"0","0",6,13,1998,210,1,1,"N",,"Sease & Loughlin 1999"
"ROOTOK",9,"0","0",6,13,1997,146,1,1,"N",,"Sease & Loughlin 1999east side(70), west end(76)"
"ROOTOK",9,"0","0",6,13,1996,68,1,1,"N",,"Sease et al, 1999 (96 survey), east side(29), west end(39)"
"ROOTOK",9,"0","0",12,12,1994,131,1,1,"N",,
"ROOTOK",9,"0","0",6,24,1994,36,1,1,"R",,"round down oct00; checked to excel spreadsheet"
"ROOTOK",9,"0","0",6,15,1994,48,1,1,"R",,"checked to excel spreadsheet"
"ROOTOK",9,"0","0",6,20,2000,93,1,1,"N",,"North (55), East (38), from nmfs datasheet"
"ROOTOK",9,"0","0",6,17,1992,88,1,1,"R",,"checked to excel spreadsheet"
"ROOTOK",9,"0","0",6,16,1991,54,1,1,"N",,"round down OCt00; Merrick et al, 1992 (91 surv)"
"ROOTOK",9,"0","0",6,16,1990,85,1,1,"N",,"Merrick et al, 1991"
"ROOTOK",9,"0","0",5,2,1987,113,99,99,"N",,
"ROOTOK",9,"0","0",6,28,1977,0,1,7,"N",,"Braham et al, (NOV) 1977"
"ROOTOK",9,"0","0",6,18,1976,46,1,99,"N",,"rock n of rootok, aug, 1976 in Braham et al, 1977"
"ROOTOK",9,"0","0",8,99,1975,0,1,7,"N",,"Braham et al, (NOV) 1977"
"ROOTOK",9,"0","0",5,8,1965,10,99,99,"N",,
"ROOTOK",9,"0","0",6,15,1989,28,1,1,"N",,"check to loughlin field book"
"ROOTOK/EAST",9,"0","0",3,1,1999,0,1,1,"N",,"orig spreadsheet"
"ROOTOK/EAST",9,"0","0",6,17,2008,4,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"Rootok/East",9,"0","0",6,21,2007,2,4,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"ROOTOK/EAST",9,"0","0",6,23,2014,24,3,1,"n","KLS",
"ROOTOK/EAST",9,"0","0",6,17,2002,58,1,1,"R",,"survey spreadsheet"
"ROOTOK/EAST",9,"0","0",6,24,2002,58,1,1,"R",,"survey spreadsheet"
"ROOTOK/EAST",9,"0","0",6,17,2006,69,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"ROOTOK/EAST",9,"0","0",6,14,2004,31,2,5,"N",,
"ROOTOK/EAST",9,"0","0",6,23,2014,24,3,1,"n","LF",
"ROOTOK/NORTH",9,"0","0",3,1,1999,98,1,1,"R",,"round down OCt00, from spreadsheet"
"ROOTOK/NORTH",9,"0","0",3,7,1999,68,1,1,"R",,"orig spreadsheet"
"ROOTOK/NORTH",9,"0","0",6,23,2014,6,3,1,"n","LF",
"ROOTOK/NORTH",9,"0","0",6,17,2002,26,1,1,"R",,"survey spreadsheet"
"ROOTOK/NORTH",9,"0","0",6,17,2008,56,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"ROOTOK/NORTH",9,"0","0",6,24,2002,26,1,1,"R",,"survey spreadsheet"
"ROOTOK/NORTH",9,"0","0",6,17,2008,56,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"Rootok/North",9,"0","0",6,21,2007,144,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"Rootok/North",9,"0","0",6,21,2007,133,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"ROOTOK/NORTH",9,"0","0",6,14,2004,65,2,5,"N",,
"ROOTOK/NORTH",9,"0","0",6,17,2006,27,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"ROOTOK/NORTH",9,"0","0",6,23,2014,6,3,1,"n","KLS",
"SAMALGA",9,"0","0",12,13,1994,0,1,1,"N",,
"SAMALGA",9,"0","0",99,99,1962,0,99,99,"N",,
"SAMALGA",9,"0","0",6,14,1996,0,1,1,"N",,"Sease et al, 1999 (96 survey)"
"SAMALGA",9,"0","0",6,16,1994,0,1,1,"N",,"Strick et al, 1997 (94 aer survey)"
"SAMALGA",9,"0","0",3,17,1993,0,1,1,"N",,
"SAMALGA",9,"0","0",6,18,1992,0,1,1,"N",,"Sease et al, 1993"
"SAMALGA",9,"0","0",6,16,1991,0,1,1,"N",,"Merrick et al, 1992 (91 surv)"
"SAMALGA",9,"0","0",6,17,1990,2,1,1,"N",,"Merrick et al, 1991"
"SAMALGA",9,"0","0",5,3,1987,80,99,99,"N",,
"SAMALGA",9,"0","0",6,11,1985,490,1,2,"N",,"DCM data sheet from adf&g, fall 2000"
"SAMALGA",9,"0","0",6,29,1977,5,1,7,"N",,"Braham et al, (NOV) 1977"
"SAMALGA",9,"0","0",8,19,1976,0,1,7,"N",,"Braham et al, (NOV) 1977"
"SAMALGA",9,"0","0",8,9,1975,90,1,7,"N",,"Braham et al, (NOV) 1977"
"SAMALGA",9,"0","0",4,21,1965,25,99,99,"N",,
"SAMALGA",9,"0","0",6,16,1989,3,1,1,"N",,"check to loughlin field book"
"SAMALGA",9,"0","0",8,99,1999,10,4,1,"N",,"north shore, NMFS harbor seal survey"
"Samalga",9,"0","0",6,20,2007,0,4,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"SAMALGA",9,"0","0",7,3,2010,0,4,1,"N","KLS",
"SAMALGA",9,"0","0",6,14,2004,1,2,5,"N",,
"SAMALGA",9,"0","0",6,17,2006,0,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"SAMALGA",9,"0","0",6,18,2002,0,1,1,"N",,"survey spreadsheet"
"SAMALGA",9,"0","0",6,28,2014,0,4,1,"n","LF, JC","Observed from aircraft by josh and lowell, recorded in log book and digital log"
"SAMALGA",9,"0","0",7,3,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"SEA LION ROCK (AMAK)",9,"1","1",3,1,1999,366,1,1,"N",,
"SEA LION ROCK (AMAK)",9,"1","1",6,28,1992,426,1,1,"R",,"round down OCt00; checked to excel spreadsheet"
"SEA LION ROCK (AMAK)",9,"1","1",3,12,1993,327,1,2,"R",,"checked to excel spreadsheet"
"SEA LION ROCK (AMAK)",9,"1","1",3,18,1993,380,1,1,"R",,"checked to excel spreadsheet"
"SEA LION ROCK (AMAK)",9,"1","1",3,20,1994,300,1,1,"N",,
"SEA LION ROCK (AMAK)",9,"1","1",6,24,1994,328,1,1,"R",,"checked to excel spreadsheet"
"SEA LION ROCK (AMAK)",9,"1","1",6,13,1996,590,1,1,"N",,"Sease et al, 1999 (96 survey)"
"SEA LION ROCK (AMAK)",9,"1","1",12,15,1996,500,4,1,"N",,"aerial visual estimate"
"SEA LION ROCK (AMAK)",9,"1","1",3,7,1997,300,4,1,"N",,"aerial visual estimate"
"SEA LION ROCK (AMAK)",9,"1","1",6,12,1998,444,1,1,"N",,"round down OCt00; Sease & Loughlin 1999"
"SEA LION ROCK (AMAK)",9,"1","1",6,14,2000,258,1,1,"N",,"from nmfs datasheet"
"SEA LION ROCK (AMAK)",9,"1","1",6,14,1994,631,1,1,"R",,"checked to excel spreadsheet"
"SEA LION ROCK (AMAK)",9,"1","1",6,20,1992,261,1,1,"R",,"checked to excel spreadsheet"
"SEA LION ROCK (AMAK)",9,"1","1",6,13,1997,452,1,1,"N",,"Sease & Loughlin 1999"
"SEA LION ROCK (AMAK)",9,"1","1",6,99,1976,2076,1,99,"N",,"summed with rk near amak in Braham et al, 1977"
"SEA LION ROCK (AMAK)",9,"1","1",6,17,1992,300,1,1,"R",,"checked to excel spreadsheet"
"SEA LION ROCK (AMAK)",9,"1","1",3,3,1960,2000,1,7,"N",,"Kenyon & Rice 1961"
"SEA LION ROCK (AMAK)",9,"1","1",8,99,1975,2360,1,99,"N",,"summed with rk near amak in Braham et al, 1977"
"SEA LION ROCK (AMAK)",9,"1","1",6,28,1977,2227,1,7,"N",,"summed with unamed rock in Braham et al, (NOV) 1977"
"SEA LION ROCK (AMAK)",9,"1","1",6,19,1978,1386,99,99,"N",,
"SEA LION ROCK (AMAK)",9,"1","1",7,8,1984,1298,99,99,"N",,
"SEA LION ROCK (AMAK)",9,"1","1",12,11,1994,478,1,1,"N",,"EAI"
"SEA LION ROCK (AMAK)",9,"1","1",6,15,1991,300,1,1,"N",,"Merrick et al, 1992 (91 surv)"
"SEA LION ROCK (AMAK)",9,"1","1",6,28,1957,2871,1,7,"N",,"Mathisen & Lopp, 1963"
"SEA LION ROCK (AMAK)",9,"1","1",6,29,1986,527,99,99,"N",,
"SEA LION ROCK (AMAK)",9,"1","1",5,2,1987,733,99,99,"N",,
"SEA LION ROCK (AMAK)",9,"1","1",6,15,1989,344,1,1,"N",,"Loughlin et al, 1992"
"SEA LION ROCK (AMAK)",9,"1","1",6,16,1990,286,1,1,"N",,"Merrick et al, 1991"
"SEA LION ROCK (AMAK)",9,"1","1",6,10,1985,410,1,2,"N",,"DCM data sheet from adf&g, fall 2000"
"SEA LION ROCK (AMAK)",9,"1","1",99,99,1962,3500,99,99,"N",,
"SEA LION ROCK (AMAK)",9,"1","1",7,5,2011,551,3,1,"N","KS",
"SEA LION ROCK (AMAK)",9,"1","1",7,5,2011,553,3,1,"N","LF",
"Sea Lion Rock (Amak)",9,"1","1",6,25,2007,384,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"Sea Lion Rock (Amak)",9,"1","1",6,25,2007,385,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"SEA LION ROCK (AMAK)",9,"1","1",7,14,2009,347,3,1,"Y","LF","logs for chkcnt"
"SEA LION ROCK (AMAK)",9,"1","1",6,23,2005,524,2,5,,,
"SEA LION ROCK (AMAK)",9,"1","1",7,14,2009,368,3,1,"Y","KLS","logs for chkcnt"
"SEA LION ROCK (AMAK)",9,"1","1",6,23,2014,498,3,1,"n","KLS",
"SEA LION ROCK (AMAK)",9,"1","1",6,28,2009,311,3,1,"N","SF","logs for chkcnt"
"SEA LION ROCK (AMAK)",9,"1","1",6,14,2010,435,3,1,"N","KLS",
"SEA LION ROCK (AMAK)",9,"1","1",6,16,2008,360,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"SEA LION ROCK (AMAK)",9,"1","1",6,16,2008,360,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"SEA LION ROCK (AMAK)",9,"1","1",6,24,2004,456,2,5,"N",,
"SEA LION ROCK (AMAK)",9,"1","1",6,28,2009,317,3,1,"N","KLS","logs for chkcnt"
"SEA LION ROCK (AMAK)",9,"1","1",6,18,2006,447,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"SEA LION ROCK (AMAK)",9,"1","1",6,24,2002,578,1,1,"R",,"survey spreadsheet"
"SEA LION ROCK (AMAK)",9,"1","1",6,23,2014,511,3,1,"n","LF",
"SEA LION ROCK (AMAK)",9,"1","1",6,17,2002,436,1,1,"R",,"survey spreadsheet"
"SEA LION ROCK (AMAK)",9,"1","1",6,14,2010,438,3,1,"N","LF",
"TANGINAK",9,"0","0",6,24,1994,76,1,1,"R",,"checked to excel spreadsheet"
"TANGINAK",9,"0","0",12,12,1994,76,1,1,"N",,"round down oct 00; from survey spreadsheet"
"TANGINAK",9,"0","0",6,13,1996,59,1,1,"N",,"Sease et al, 1999 (96 survey)"
"TANGINAK",9,"0","0",12,9,1996,25,4,1,"N",,"aerial visual estimate"
"TANGINAK",9,"0","0",2,27,1997,150,4,1,"N",,"aerial visual estimate"
"TANGINAK",9,"0","0",3,6,1997,100,4,1,"N",,"aerial visual estimate"
"TANGINAK",9,"0","0",6,14,1997,28,1,1,"N",,"round down Oct00; Sease & Loughlin 1999"
"TANGINAK",9,"0","0",6,20,2000,8,1,1,"N",,"from nmfs datasheet"
"TANGINAK",9,"0","0",6,15,1994,55,1,1,"R",,"checked to excel spreadsheet"
"TANGINAK",9,"0","0",3,1,1999,115,1,1,"N",,
"TANGINAK",9,"0","0",6,12,1998,69,1,1,"N",,"Sease & Loughlin 1999"
"TANGINAK",9,"0","0",6,28,1977,79,1,7,"N",,"Braham et al, (NOV) 1977"
"TANGINAK",9,"0","0",3,18,1993,113,1,1,"N",,
"TANGINAK",9,"0","0",3,3,1960,600,1,7,"N",,"Kenyon & Rice 1961,Kenyon, 1960"
"TANGINAK",9,"0","0",6,99,1976,358,1,7,"N",,"Braham et al, 1977"
"TANGINAK",9,"0","0",4,12,1979,153,99,99,"N",,
"TANGINAK",9,"0","0",6,10,1985,61,1,2,"N",,"DCM data sheet from adf&g, fall 2000"
"TANGINAK",9,"0","0",6,15,1989,0,1,1,"N",,
"TANGINAK",9,"0","0",6,16,1990,27,1,1,"N",,"Merrick et al, 1991"
"TANGINAK",9,"0","0",6,16,1991,60,1,1,"N",,"round down OCt00; Merrick et al, 1992 (91 surv)"
"TANGINAK",9,"0","0",6,17,1992,61,1,1,"R",,"checked to excel spreadsheet"
"TANGINAK",9,"0","0",6,29,1992,22,1,1,"R",,"round down OCt00; checked to excel spreadsheet"
"TANGINAK",9,"0","0",8,99,1975,4,1,99,"N",,"4 in Braham et al, (NOV) 1977, 3 in Braham et al, 1977"
"Tanginak",9,"0","0",6,16,2007,4,4,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"TANGINAK",9,"0","0",6,24,2002,5,1,1,"R",,"survey spreadsheet"
"TANGINAK",9,"0","0",6,17,2008,1,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"TANGINAK",9,"0","0",6,14,2004,4,2,5,"N",,
"TANGINAK",9,"0","0",6,28,2014,2,3,1,"n","KLS",
"TANGINAK",9,"0","0",6,17,2006,6,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"TANGINAK",9,"0","0",6,28,2014,2,3,1,"n","LF",
"TANGINAK",9,"0","0",6,17,2002,1,1,1,"R",,"survey spreadsheet"
"THE PILLARS",9,"0","0",3,7,1999,14,1,1,"N",,"round down OCt00, from spreadsheet"
"THE PILLARS",9,"0","0",12,13,1994,48,1,1,"N",,
"THE PILLARS",9,"0","0",6,11,1985,196,1,2,"N",,"DCM data sheet from adf&g, fall 2000"
"THE PILLARS",9,"0","0",6,20,2000,51,1,1,"N",,"from nmfs datasheet"
"THE PILLARS",9,"0","0",6,13,1998,33,1,1,"N",,"Sease & Loughlin 1999"
"THE PILLARS",9,"0","0",6,14,1997,0,1,1,"N",,"Sease & Loughlin 1999"
"THE PILLARS",9,"0","0",6,14,1996,0,1,1,"N",,"Sease et al, 1999 (96 survey)"
"THE PILLARS",9,"0","0",6,18,1992,0,1,1,"N",,"Sease et al, 1993"
"THE PILLARS",9,"0","0",6,16,1991,2,1,1,"N",,"Merrick et al, 1992 (91 surv)"
"THE PILLARS",9,"0","0",6,17,1990,1,1,1,"N",,"Merrick et al, 1991"
"THE PILLARS",9,"0","0",6,16,1989,0,1,1,"N",,"check to loughlin field book"
"THE PILLARS",9,"0","0",5,3,1987,0,99,99,"N",,
"THE PILLARS",9,"0","0",6,16,1994,0,1,1,"N",,"Strick et al, 1997 (94 aer survey)"
"THE PILLARS",9,"0","0",6,17,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"THE PILLARS",9,"0","0",7,3,2011,90,3,1,"N","KS",
"THE PILLARS",9,"0","0",6,28,2014,26,3,1,"n","LF",
"THE PILLARS",9,"0","0",3,17,1993,0,99,2,"N",,"Jon Lewis, email from Sease, 4/13/2001"
"The Pillars",9,"0","0",6,20,2007,0,4,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"THE PILLARS",9,"0","0",7,6,2013,25,8,,"n","BF/RT/JTS",
"THE PILLARS",9,"0","0",6,28,2014,25,3,1,"n","KLS",
"THE PILLARS",9,"0","0",7,3,2011,91,3,1,"N","LF",
"THE PILLARS",9,"0","0",7,3,2010,15,3,1,"N","KLS",
"THE PILLARS",9,"0","0",6,14,2004,4,2,5,"N",,
"THE PILLARS",9,"0","0",6,17,2006,0,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"THE PILLARS",9,"0","0",6,18,2002,14,1,1,"N",,"survey spreadsheet"
"THE PILLARS",9,"0","0",7,3,2010,15,3,1,"N","LF",
"TIGALDA ROCKS",9,"0","0",6,99,1976,314,1,7,"N",,"Braham et al, 1977"
"TIGALDA ROCKS",9,"0","0",6,20,2000,0,1,1,"N",,"from nmfs datasheet, change from tigalda/north side to tigalda 4/2/01 rt"
"TIGALDA ROCKS",9,"0","0",6,16,1990,0,1,1,"N",,"not in Merrick et al, 1991"
"TIGALDA ROCKS",9,"0","0",5,2,1987,25,99,99,"N",,
"TIGALDA ROCKS",9,"0","0",8,99,1975,2,1,99,"N",,"2 in Braham et al, (NOV) 1977, blank in Braham et al, 1977"
"TIGALDA ROCKS",9,"0","0",3,3,1960,10,1,7,"N",,"Kenyon & Rice 1961"
"TIGALDA ROCKS",9,"0","0",6,15,1989,0,1,1,"N",,
"TIGALDA/ROCKS NE",9,"0","0",6,20,2000,123,1,1,"N",,"from nmfs datasheet"
"TIGALDA/ROCKS NE",9,"0","0",2,27,1997,9,4,1,"N",,"aerial visual estimate"
"TIGALDA/ROCKS NE",9,"0","0",6,24,1994,172,1,1,"R",,"checked to excel spreadsheet"
"TIGALDA/ROCKS NE",9,"0","0",12,12,1994,89,1,1,"N",,
"TIGALDA/ROCKS NE",9,"0","0",6,15,1994,102,1,1,"R",,"checked to excel spreadsheet"
"TIGALDA/ROCKS NE",9,"0","0",6,13,1996,210,1,1,"N",,"round down oct00; Sease et al, 1999 (96 survey)"
"TIGALDA/ROCKS NE",9,"0","0",12,9,1996,0,4,1,"N",,"aerial visual estimate"
"TIGALDA/ROCKS NE",9,"0","0",12,14,1996,100,4,1,"N",,"aerial visual estimate"
"TIGALDA/ROCKS NE",9,"0","0",3,1,1997,100,4,1,"N",,"aerial visual estimate"
"TIGALDA/ROCKS NE",9,"0","0",3,6,1997,30,4,1,"N",,"aerial visual estimate"
"TIGALDA/ROCKS NE",9,"0","0",3,7,1997,45,4,1,"N",,"aerial visual estimate"
"TIGALDA/ROCKS NE",9,"0","0",6,13,1997,170,1,1,"N",,"Sease & Loughlin 1999"
"TIGALDA/ROCKS NE",9,"0","0",6,12,1998,132,1,1,"N",,"round down OCt00; Sease & Loughlin 1999"
"TIGALDA/ROCKS NE",9,"0","0",3,7,1999,132,1,1,"R",,"8 in water"
"TIGALDA/ROCKS NE",9,"0","0",6,28,1977,84,1,7,"N",,"Braham et al, (NOV) 1977"
"TIGALDA/ROCKS NE",9,"0","0",3,27,1994,200,1,1,"N",,
"TIGALDA/ROCKS NE",9,"0","0",3,1,1999,142,1,1,"R",,
"TIGALDA/ROCKS NE",9,"0","0",10,1,1957,103,1,7,"N",,"Mathisen & Lopp, 1963"
"TIGALDA/ROCKS NE",9,"0","0",7,11,1984,225,99,99,"N",,
"TIGALDA/ROCKS NE",9,"0","0",3,3,1960,750,1,7,"N",,"Kenyon & Rice 1961"
"TIGALDA/ROCKS NE",9,"0","0",99,99,1962,100,99,99,"N",,
"TIGALDA/ROCKS NE",9,"0","0",99,99,1965,650,1,7,"N",,"Kenyon & King, 1965"
"TIGALDA/ROCKS NE",9,"0","0",8,99,1975,6,1,7,"N",,"Braham et al, (NOV) 1977"
"TIGALDA/ROCKS NE",9,"0","0",6,99,1976,190,1,7,"N",,"Braham et al, (NOV) 1977"
"TIGALDA/ROCKS NE",9,"0","0",4,12,1979,25,99,99,"N",,
"TIGALDA/ROCKS NE",9,"0","0",6,10,1985,82,1,2,"N",,"DCM data sheet from adf&g, fall 2000"
"TIGALDA/ROCKS NE",9,"0","0",5,2,1987,117,99,99,"N",,
"TIGALDA/ROCKS NE",9,"0","0",6,15,1989,0,1,1,"N",,
"TIGALDA/ROCKS NE",9,"0","0",6,16,1990,71,1,1,"N",,"Merrick et al, 1991"
"TIGALDA/ROCKS NE",9,"0","0",6,16,1991,132,1,1,"N",,"Merrick et al, 1992 (91 surv)"
"TIGALDA/ROCKS NE",9,"0","0",6,17,1992,316,1,1,"R",,"checked to excel spreadsheet"
"TIGALDA/ROCKS NE",9,"0","0",6,20,1992,96,1,1,"R",,"checked to excel spreadsheet"
"TIGALDA/ROCKS NE",9,"0","0",6,29,1992,204,1,1,"R",,"checked to excel spreadsheet"
"TIGALDA/ROCKS NE",9,"0","0",3,18,1993,182,1,1,"N",,
"TIGALDA/ROCKS NE",9,"0","0",6,23,2014,116,3,1,"n","LF",
"TIGALDA/ROCKS NE",9,"0","0",7,4,2011,135,3,1,"N","LF",
"TIGALDA/ROCKS NE",9,"0","0",6,23,2014,112,3,1,"n","KLS",
"TIGALDA/ROCKS NE",9,"0","0",6,18,2006,202,2,5,"N",,"AK drive Sealion/SSL Aerial Survey"
"TIGALDA/ROCKS NE",9,"0","0",6,14,2004,141,2,5,"N",,
"TIGALDA/ROCKS NE",9,"0","0",6,17,2002,148,1,1,"R",,"survey spreadsheet"
"Tigalda/Rocks NE",9,"0","0",6,21,2007,238,3,1,"N",,"AK drive Sealion/SSL Aerial Survey"
"TIGALDA/ROCKS NE",9,"0","0",7,4,2011,135,3,1,"N","KS",
"TIGALDA/ROCKS NE",9,"0","0",6,24,2002,120,1,1,"R",,"survey spreadsheet"
